sbox_type,trace_count,trial_id,seed,full_key_match,k0_bit_correct_percent,k1_bit_correct_percent,full_key_bit_correct_percent,wrong_bit_count,k0_recovered_count,k1_recovered_count,kx_recovered_count,recovered_k0_hex,recovered_k1_hex,targets_used,targets_skipped
lut_lu_6,14500,0,,0,98.4375,100.0,99.21875,1,64,64,64,0306050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,15000,0,,0,98.4375,100.0,99.21875,1,64,64,64,0306050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,15500,0,,0,98.4375,100.0,99.21875,1,64,64,64,0306050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,16000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,16500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,17000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,17500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,18000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,18500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,19000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,19500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,20000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,20500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,21000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,21500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,22000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,22500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,23000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,23500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,24000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,24500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,25000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,25500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,26000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,26500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,27000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,27500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,28000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,28500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,29000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,29500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,30000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,30500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,31000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,31500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,32000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,32500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,33000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,33500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,34000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,34500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,35000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,35500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,36000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,36500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,37000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,37500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,38000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,38500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,39000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,39500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,40000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,40500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,41000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,41500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,42000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,42500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,43000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,43500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,44000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,44500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,45000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,45500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,46000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,46500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,47000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,47500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,48000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,48500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,49000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,49500,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
lut_lu_6,50000,0,,1,100.0,100.0,100.0,0,64,64,64,0706050403020100,0F0E0D0C0B0A0908,54,46
